user,publication,score
0,90,[0.18471770764816342, 0.0]
0,91,[0.16880959677777937, 0.0]
0,92,[0.2556513686167785, 0.0]
0,1116,[0.1501452673338984, 0.0]
0,96,[0.16569927239394452, 0.0]
0,1120,[0.19064563712884658, 0.0]
0,104,[0.19591067210034366, 0.0]
0,105,[0.2115359501179126, 0.0]
0,107,[0.14885933890715028, 0.0]
0,619,[0.21653070806282365, 0.0]
0,108,[0.23390350496984574, 0.0]
0,620,[0.30188103104135244, 0.0]
0,621,[0.24125151683529628, 0.0]
0,110,[0.22010781607932398, 0.0]
0,115,[0.2453019816907319, 0.0]
0,116,[0.15379047939277357, 0.0]
0,118,[0.16378176377070236, 0.0]
0,119,[0.2266101954432985, 0.0]
0,120,[0.15767251095094917, 0.0]
0,121,[0.27083389696180676, 0.0]
0,633,[0.15117759581387982, 0.0]
0,122,[0.2910156721519588, 0.0]
0,634,[0.2202283729729455, 0.0]
0,123,[0.2564070257573314, 0.0]
0,635,[0.08122464729407966, 0.0]
0,124,[0.24368716626842674, 0.0]
0,637,[0.24468446348323775, 0.0]
0,638,[0.14342526472096118, 0.0]
0,639,[0.16782960243941278, 0.0]
0,128,[0.15323992207334836, 0.0]
0,641,[0.09131638532314683, 0.0]
0,642,[0.24638874156294863, 0.0]
0,643,[0.16210068216855344, 0.0]
0,648,[0.21126576993872212, 0.0]
0,137,[0.10481945863305857, 0.0]
0,649,[0.1745512668457202, 0.0]
0,142,[0.18312162639200136, 0.0]
0,654,[0.22375985106165347, 0.0]
0,143,[0.08949566148854965, 0.0]
0,149,[0.25221341661319163, 0.0]
0,150,[0.2159932077655385, 0.0]
0,662,[0.23958118406391954, 0.0]
0,151,[0.10882174996435438, 0.0]
0,663,[0.16514016234289947, 0.0]
0,152,[0.1492731827623311, 0.0]
0,664,[0.18391411102743419, 0.0]
0,665,[0.1274154985345977, 0.0]
0,666,[0.07412371914523094, 0.0]
0,670,[0.2429701588511956, 0.0]
0,671,[0.22304343636895407, 0.0]
0,1183,[0.1572337194350609, 0.0]
0,1184,[0.1696122663298617, 0.0]
0,1185,[0.18363387262867822, 0.0]
0,162,[0.20926557911687949, 0.0]
0,163,[0.1608493803550981, 0.0]
0,164,[0.24014668152613378, 0.0]
0,165,[0.15852220100131478, 0.0]
0,677,[0.12051272989039342, 0.0]
0,1190,[0.21716217690577078, 0.0]
0,680,[0.16165417556202327, 0.0]
0,169,[0.25968254339169156, 0.0]
0,681,[0.17023280271840702, 0.0]
0,682,[0.23702197548898277, 0.0]
0,173,[0.2075144086696813, 0.0]
0,178,[0.12992586653877522, 0.0]
0,179,[0.2600493997498416, 0.0]
0,692,[0.1314791602309937, 0.0]
0,182,[0.18513109417077572, 0.0]
0,183,[0.21343763471945876, 0.0]
0,184,[0.21291154569388798, 0.0]
0,697,[0.22291150076974975, 0.0]
0,698,[0.21080198484327378, 0.0]
0,188,[0.15338364894796896, 0.0]
0,700,[0.23915267642516452, 0.0]
0,195,[0.10820086461198969, 0.0]
0,196,[0.1563692951091093, 0.0]
0,197,[0.22951183524994867, 0.0]
0,201,[0.18249624184404162, 0.0]
0,202,[0.13087234598962663, 0.0]
0,204,[0.09758646967659848, 0.0]
0,205,[0.18036171422800695, 0.0]
0,206,[0.22101887098542755, 0.0]
0,207,[0.11842191823692584, 0.0]
0,221,[0.249167123198398, 0.0]
0,734,[0.21962448091600453, 0.0]
0,746,[0.22080495223863245, 0.0]
0,242,[0.12004242592640631, 0.0]
0,243,[0.25326863326158255, 0.0]
0,244,[0.16298756600894154, 0.0]
0,247,[0.12016299887000531, 0.0]
0,248,[0.20627924221460608, 0.0]
0,760,[0.23204148314542988, 0.0]
0,762,[0.25983005071596943, 0.0]
0,763,[0.22374515952044827, 0.0]
0,252,[0.20348312208770128, 0.0]
0,764,[0.18429896636636772, 0.0]
0,253,[0.19007504127229358, 0.0]
0,765,[0.23763451631548516, 0.0]
0,766,[0.19353621652291264, 0.0]
0,255,[0.2089969279601569, 0.0]
0,256,[0.23019171047020967, 0.0]
0,263,[0.15123708327031413, 0.0]
0,264,[0.17959154027629365, 0.0]
0,268,[0.16180191419255763, 0.0]
0,269,[0.2554417884418803, 0.0]
0,783,[0.18766276192099218, 0.0]
0,278,[0.10168697205561571, 0.0]
0,279,[0.1469021587183531, 0.0]
0,282,[0.1753105633607186, 0.0]
0,288,[0.2383468528624291, 0.0]
0,290,[0.12365640581436248, 0.0]
0,315,[0.23753346542035314, 0.0]
0,316,[0.12185667226335145, 0.0]
0,320,[0.22112725704324815, 0.0]
0,321,[0.213730132020659, 0.0]
0,327,[0.18640509779101522, 0.0]
0,337,[0.21646231737028804, 0.0]
0,339,[0.20936496456349854, 0.0]
0,340,[0.1666083927858239, 0.0]
0,354,[0.20828097474001972, 0.0]
0,355,[0.12828006065771308, 0.0]
0,357,[0.21494038910078536, 0.0]
0,358,[0.18394888043359192, 0.0]
0,359,[0.262262146786695, 0.0]
0,360,[0.217000492714591, 0.0]
0,361,[0.13751236131958394, 0.0]
0,362,[0.18463874979561373, 0.0]
0,364,[0.23842900819203713, 0.0]
0,365,[0.2051198485774377, 0.0]
0,366,[0.11017601413246864, 0.0]
0,367,[0.25000653191583133, 0.0]
0,368,[0.18642154368030453, 0.0]
0,379,[0.1376304123354828, 0.0]
0,381,[0.14090979724436647, 0.0]
0,382,[0.1558312512112503, 0.0]
0,383,[0.19046248020271178, 0.0]
0,395,[0.1876817179325062, 0.0]
0,396,[0.21469721709034756, 0.0]
0,398,[0.20824215752991185, 0.0]
0,399,[0.2750101914667449, 0.0]
0,406,[0.17519523910293455, 0.0]
0,923,[0.1934559208381165, 0.0]
0,924,[0.14341776900255232, 0.0]
0,925,[0.17675629139265908, 0.0]
0,926,[0.14979258263558784, 0.0]
0,927,[0.12076108205806226, 0.0]
0,937,[0.2531626732266471, 0.0]
0,938,[0.12564217171456674, 0.0]
0,939,[0.23535094725503497, 0.0]
0,940,[0.2721814763076433, 0.0]
0,429,[0.22283147847718696, 0.0]
0,941,[0.2549907208789959, 0.0]
0,432,[0.15562610713906957, 0.0]
0,433,[0.1614880915109405, 0.0]
0,952,[0.175786749062097, 0.0]
0,953,[0.22833420411167193, 0.0]
0,955,[0.12420978683336316, 0.0]
0,477,[0.19472359441597303, 0.0]
0,478,[0.24683254349444905, 0.0]
0,479,[0.21501490361410422, 0.0]
0,480,[0.2550653805884214, 0.0]
0,994,[0.13601131458237498, 0.0]
0,493,[0.2639020805384825, 0.0]
0,494,[0.18377406350860195, 0.0]
1,0,[0.15381579589013342, 0.0]
1,256,[0.2267866925490627, 0.0]
1,1,[0.261647121281054, 0.0]
1,769,[0.2351343045750141, 0.0]
1,2,[0.25851275382494737, 0.0]
1,772,[0.1627468212276177, 0.0]
1,773,[0.13806091913748494, 0.0]
1,6,[0.12748150804515623, 0.0]
1,774,[0.15890784024517074, 0.0]
1,7,[0.2603831298188537, 0.0]
1,775,[0.25472246803136267, 0.0]
1,8,[0.26615829727326473, 0.0]
1,264,[0.23914948531810962, 0.0]
1,267,[0.16601863189605728, 0.0]
1,1036,[0.2708692562229851, 0.0]
1,14,[0.24992835831180546, 0.0]
1,782,[0.2677108742820012, 0.0]
1,16,[0.3077021410047487, 0.0]
1,17,[0.25756722672771665, 0.0]
1,785,[0.15913845377681848, 0.0]
1,19,[0.21286520582232366, 0.0]
1,22,[0.2561090062735582, 0.0]
1,23,[0.17983509039060327, 0.0]
1,27,[0.16948081175203467, 0.0]
1,283,[0.16671012409317115, 0.0]
1,795,[0.23636595003767893, 0.0]
1,28,[0.19932713296146276, 0.0]
1,284,[0.1927760499462134, 0.0]
1,796,[0.1439631592889109, 0.0]
1,29,[0.20219275124868075, 0.0]
1,30,[0.1316287421065247, 0.0]
1,798,[0.2393987062086562, 0.0]
1,799,[0.17442536375418075, 0.0]
1,1056,[0.14576959258501637, 0.0]
1,33,[0.24667971860268256, 0.0]
1,34,[0.28411139521447104, 0.0]
1,38,[0.2556896027472793, 0.0]
1,39,[0.1916383108416712, 0.0]
1,554,[0.24505887822888633, 0.0]
1,811,[0.2796881061545274, 0.0]
1,812,[0.14601823437601572, 0.0]
1,47,[0.18305742962518265, 0.0]
1,307,[0.23297644155333505, 0.0]
1,564,[0.20083542553548642, 0.0]
1,53,[0.1370172354772919, 0.0]
1,54,[0.15108407548342237, 0.0]
1,57,[0.16954169221640972, 0.0]
1,58,[0.2811390741495865, 0.0]
1,59,[0.27841192539161386, 0.0]
1,315,[0.2705482005856259, 0.0]
1,316,[0.1857356049594884, 0.0]
1,1084,[0.14747567510309884, 0.0]
1,317,[0.23207698451077713, 0.0]
1,1085,[0.16829988377840208, 0.0]
1,64,[0.29394743448129956, 0.0]
1,320,[0.24611730085049627, 0.0]
1,321,[0.2387201758279071, 0.0]
1,322,[0.1703170408870444, 0.0]
1,323,[0.24903927125464287, 0.0]
1,329,[0.259667200348803, 0.0]
1,330,[0.2986635140242858, 0.0]
1,75,[0.2412328615325745, 0.0]
1,587,[0.26038631533472895, 0.0]
1,76,[0.19270919713669546, 0.0]
1,77,[0.2325966547460423, 0.0]
1,78,[0.26523536023148625, 0.0]
1,79,[0.25641303938109816, 0.0]
1,80,[0.2811848952654048, 0.0]
1,336,[0.20998645751064832, 0.0]
1,81,[0.17078251249452592, 0.0]
1,82,[0.23290954978293854, 0.0]
1,83,[0.24455870615020475, 0.0]
1,852,[0.20217159365257537, 0.0]
1,88,[0.12201478548800183, 0.0]
1,344,[0.2111153834244389, 0.0]
1,1112,[0.2398806548347526, 0.0]
1,89,[0.23247527413038716, 0.0]
1,345,[0.1412816090187893, 0.0]
1,1113,[0.15591699441814724, 0.0]
1,90,[0.18501639343072016, 0.0]
1,91,[0.1691082825603361, 0.0]
1,92,[0.25595005439933527, 0.0]
1,93,[0.1866286533668867, 0.0]
1,96,[0.20735598286785928, 0.0]
1,97,[0.2519890623302527, 0.0]
1,1121,[0.19033416257223795, 0.0]
1,98,[0.20671403946594719, 0.0]
1,99,[0.19045142692485914, 0.0]
1,100,[0.1875338114526383, 0.0]
1,356,[0.2016867703751902, 0.0]
1,101,[0.2861764056357957, 0.0]
1,360,[0.23149670936134528, 0.0]
1,361,[0.1520085779663382, 0.0]
1,362,[0.19913496644236803, 0.0]
1,108,[0.17864663519684698, 0.0]
1,1136,[0.17762539438355812, 0.0]
1,115,[0.2381932600658812, 0.0]
1,116,[0.1466817577679229, 0.0]
1,372,[0.21888264428292803, 0.0]
1,884,[0.1378822041903874, 0.0]
1,117,[0.15481069877152911, 0.0]
1,373,[0.24777086512065233, 0.0]
1,123,[0.27028595845346837, 0.0]
1,635,[0.16053567875564878, 0.0]
1,124,[0.2575660989645637, 0.0]
1,381,[0.1714553966071701, 0.0]
1,382,[0.18637685057405393, 0.0]
1,638,[0.21532888877512288, 0.0]
1,641,[0.140380503204469, 0.0]
1,645,[0.16725142894913292, 0.0]
1,646,[0.18437884649158967, 0.0]
1,649,[0.1686771131221041, 0.0]
1,395,[0.2694618851965444, 0.0]
1,651,[0.256461670857788, 0.0]
1,396,[0.29647738435438575, 0.0]
1,652,[0.24620827890936037, 0.0]
1,653,[0.23504769998690822, 0.0]
1,398,[0.23323220133715994, 0.0]
1,399,[0.300000235273993, 0.0]
1,662,[0.23555888219215532, 0.0]
1,407,[0.21020062247826632, 0.0]
1,663,[0.16111786047113522, 0.0]
1,665,[0.2054919620949322, 0.0]
1,666,[0.15220018270556546, 0.0]
1,414,[0.2567021599005485, 0.0]
1,415,[0.19868476047860362, 0.0]
1,416,[0.2642429885058766, 0.0]
1,417,[0.14750382253747907, 0.0]
1,162,[0.2688235241586955, 0.0]
1,418,[0.2587092415652147, 0.0]
1,674,[0.2425829928104924, 0.0]
1,419,[0.19913898761204435, 0.0]
1,675,[0.20505039364521735, 0.0]
1,164,[0.23797623150622144, 0.0]
1,420,[0.20863786977262816, 0.0]
1,676,[0.1703101808360455, 0.0]
1,165,[0.15635175098140242, 0.0]
1,421,[0.24350637209121767, 0.0]
1,422,[0.2609666154466935, 0.0]
1,170,[0.19219029077701447, 0.0]
1,171,[0.2069999265384439, 0.0]
1,683,[0.12962655805700873, 0.0]
1,686,[0.16370173977854527, 0.0]
1,687,[0.26809962617517424, 0.0]
1,432,[0.18246800279816952, 0.0]
1,433,[0.18832998717004046, 0.0]
1,178,[0.1333109720744184, 0.0]
1,179,[0.26343450528548473, 0.0]
1,183,[0.2736128637118921, 0.0]
1,184,[0.2730867746863213, 0.0]
1,700,[0.2295748189978447, 0.0]
1,701,[0.17489300360415755, 0.0]
1,958,[0.2222176713581479, 0.0]
1,959,[0.2596620767338249, 0.0]
1,704,[0.12368262548894306, 0.0]
1,960,[0.19999660569853658, 0.0]
1,705,[0.23801475358737292, 0.0]
1,196,[0.19000131422499938, 0.0]
1,197,[0.26314385436583876, 0.0]
1,198,[0.2744444461174921, 0.0]
1,199,[0.1984796254268239, 0.0]
1,967,[0.18614461082972755, 0.0]
1,200,[0.23684145334705192, 0.0]
1,968,[0.18129880434704737, 0.0]
1,714,[0.16077767599759107, 0.0]
1,716,[0.1729520860445781, 0.0]
1,477,[0.2160099345195175, 0.0]
1,733,[0.16481403828257501, 0.0]
1,478,[0.2199707354498453, 0.0]
1,236,[0.18475811843363504, 0.0]
1,237,[0.22954773140767532, 0.0]
1,493,[0.30494150706178, 0.0]
1,494,[0.22481349003189946, 0.0]
1,495,[0.13985656378253164, 0.0]
1,1008,[0.21144365992098627, 0.0]
1,242,[0.1345386425731606, 0.0]
1,243,[0.2677648499083368, 0.0]
1,247,[0.13404193156614228, 0.0]
1,248,[0.22015817491074302, 0.0]
1,761,[0.21956008328023724, 0.0]
1,255,[0.20559191003900995, 0.0]
2,0,[0.15447290461175825, 0.0]
2,1,[0.26230423000267883, 0.0]
2,2,[0.30361430699101666, 0.0]
2,258,[0.22586924944314185, 0.0]
2,259,[0.2251640814610099, 0.0]
2,4,[0.21968559570080357, 0.0]
2,5,[0.24421569284665376, 0.0]
2,6,[0.19850898713715143, 0.0]
2,262,[0.24058887340263518, 0.0]
2,7,[0.2536328311330711, 0.0]
2,8,[0.25940799858748215, 0.0]
2,264,[0.2398065940397345, 0.0]
2,9,[0.2402107427963352, 0.0]
2,10,[0.23150370025565725, 0.0]
2,11,[0.308879292586426, 2.0]
2,779,[0.22378911774229737, 0.0]
2,12,[0.27941778700320463, 0.0]
2,780,[0.2323528130108864, 0.0]
2,13,[0.3378285683582284, 0.0]
2,14,[0.2950299114778748, 0.0]
2,15,[0.2818045092214333, 0.0]
2,16,[0.3194703608374846, 1.0]
2,18,[0.2991499977914232, 0.0]
2,19,[0.2838926849143189, 0.0]
2,20,[0.26874858788217837, 0.0]
2,21,[0.2222586662970528, 0.0]
2,24,[0.1949146544463998, 0.0]
2,25,[0.28305232221843074, 0.0]
2,1049,[0.27611920772409776, 0.0]
2,1050,[0.195756101005393, 0.0]
2,795,[0.26665268838893347, 0.0]
2,28,[0.23702127872012468, 0.0]
2,796,[0.17424989764016544, 0.0]
2,33,[0.2584479384354185, 0.0]
2,1057,[0.2372910816109921, 0.0]
2,1058,[0.2408073409056835, 0.0]
2,35,[0.14779766885836979, 0.0]
2,1059,[0.28275408795830037, 0.0]
2,36,[0.26147334258181865, 0.0]
2,550,[0.2110185059845284, 0.0]
2,551,[0.28428091392155425, 0.0]
2,41,[0.2315902290285608, 0.0]
2,553,[0.21985473653832502, 0.0]
2,42,[0.24132620530713925, 0.0]
2,1067,[0.1854671512587506, 0.0]
2,54,[0.19248192494578797, 0.0]
2,55,[0.2761112816190924, 0.0]
2,56,[0.25598071602257455, 0.0]
2,568,[0.1771070526907394, 0.0]
2,60,[0.23253780396401103, 0.0]
2,316,[0.16417049145889104, 0.0]
2,61,[0.18564752432548814, 0.0]
2,317,[0.1882896487879575, 0.0]
2,318,[0.19393007029912088, 0.0]
2,319,[0.16261064301977127, 0.0]
2,323,[0.27191860219848996, 0.0]
2,324,[0.15280009992431234, 0.0]
2,325,[0.2542745268896938, 0.0]
2,326,[0.21721462102796368, 0.0]
2,327,[0.2231633614309993, 0.0]
2,329,[0.26032430907042786, 0.0]
2,330,[0.2993206227459107, 0.0]
2,75,[0.2937418221060512, 0.0]
2,332,[0.22482574715595155, 0.0]
2,333,[0.2607143942258009, 0.0]
2,589,[0.21414093296825046, 0.0]
2,78,[0.2992258022864444, 0.0]
2,79,[0.2904034814360563, 0.0]
2,80,[0.31517533732036296, 1.0]
2,81,[0.17884702862355817, 0.0]
2,337,[0.28717119829422266, 0.0]
2,82,[0.2409740659119708, 0.0]
2,339,[0.2757528578331122, 0.0]
2,84,[0.1793657834481928, 0.0]
2,340,[0.2329962860554376, 0.0]
2,1110,[0.29139320121275525, 0.0]
2,343,[0.22678620770225505, 0.0]
2,1111,[0.2854941902270258, 0.0]
2,94,[0.1910418886123553, 0.0]
2,354,[0.26787874455284333, 0.0]
2,355,[0.18787783047053666, 0.0]
2,356,[0.2430846198375558, 0.0]
2,363,[0.21128242611727654, 0.0]
2,109,[0.25206398003191144, 0.0]
2,115,[0.29440592434306156, 0.0]
2,116,[0.20289442204510327, 0.0]
2,118,[0.2215276817316741, 0.0]
2,119,[0.28435611340427025, 0.0]
2,120,[0.2154184289119209, 0.0]
2,633,[0.14781240266374046, 0.0]
2,634,[0.21686317982280612, 0.0]
2,123,[0.27094306717509326, 0.0]
2,124,[0.25822320768618856, 0.0]
2,636,[0.23144832486204386, 0.0]
2,892,[0.23003287340530912, 0.0]
2,125,[0.22193873396236968, 0.0]
2,637,[0.2703316160121107, 0.0]
2,126,[0.2671602127875672, 0.0]
2,639,[0.2169335450917425, 0.0]
2,385,[0.19226545403769874, 0.0]
2,641,[0.14844501933350124, 0.0]
2,642,[0.28006058544984624, 0.0]
2,643,[0.1957725260554511, 0.0]
2,1158,[0.22064790697216136, 0.0]
2,1159,[0.2598391607480209, 0.0]
2,648,[0.23382650271450867, 0.0]
2,137,[0.18417031486563523, 0.0]
2,395,[0.28123010502928036, 0.0]
2,396,[0.3082456041871217, 2.0]
2,397,[0.29547986884409116, 0.0]
2,656,[0.2521762381402904, 0.0]
2,402,[0.2778291538981804, 0.0]
2,403,[0.2590071832001493, 0.0]
2,404,[0.3104566653313662, 0.0]
2,660,[0.17647676795664377, 0.0]
2,662,[0.2732530279508172, 0.0]
2,663,[0.1988120062297971, 0.0]
2,408,[0.2905924500720757, 0.0]
2,409,[0.3334246566753105, 0.0]
2,410,[0.32167397628488836, 0.0]
2,411,[0.25686088103535515, 0.0]
2,928,[0.2287270476753443, 0.0]
2,673,[0.2599454667141215, 0.0]
2,929,[0.19565657219409086, 0.0]
2,162,[0.2620732254729129, 0.0]
2,163,[0.24081752053829203, 0.0]
2,166,[0.28235977730215667, 0.0]
2,167,[0.24557011004085127, 0.0]
2,168,[0.32134897807968127, 0.0]
2,169,[0.29026796752550277, 0.0]
2,939,[0.2239610627468709, 0.0]
2,940,[0.2607915917994792, 0.0]
2,941,[0.24360083637083182, 0.0]
2,435,[0.1944616989906607, 0.0]
2,180,[0.29583874584379155, 0.0]
2,436,[0.244784749625014, 0.0]
2,181,[0.24776879298639198, 0.0]
2,437,[0.299431047801584, 0.0]
2,438,[0.19541660911798914, 0.0]
2,443,[0.21683880082192244, 0.0]
2,188,[0.18026536937807647, 0.0]
2,444,[0.1853453674393258, 0.0]
2,700,[0.2709726684602103, 0.0]
2,445,[0.19715297151409816, 0.0]
2,701,[0.20517974195541205, 0.0]
2,702,[0.2521105530844923, 0.0]
2,706,[0.3083176426550993, 0.0]
2,195,[0.18261344923962805, 0.0]
2,707,[0.27136346335745287, 0.0]
2,1225,[0.22188820378940904, 0.0]
2,204,[0.15533238763757024, 0.0]
2,478,[0.2428500663936924, 0.0]
2,227,[0.2292575207073556, 0.0]
2,483,[0.2728256098262752, 0.0]
2,228,[0.19465809053112368, 0.0]
2,229,[0.24344926664249517, 0.0]
2,741,[0.14826447923757677, 0.0]
2,997,[0.27796782269709613, 0.0]
2,232,[0.2049937616617725, 0.0]
2,233,[0.1980885987713062, 0.0]
2,234,[0.1682720258901628, 0.0]
2,235,[0.19525113249060802, 0.0]
2,244,[0.17505447162423424, 0.0]
2,247,[0.17543978102850788, 0.0]
2,248,[0.26155602437310865, 0.0]
2,762,[0.30090930201027444, 0.0]
2,252,[0.24517965733262362, 0.0]
2,253,[0.23177157651721592, 0.0]
2,765,[0.326244631807321, 0.0]
2,254,[0.27610239900205935, 0.0]
3,0,[0.19999261787340697, 0.0]
3,256,[0.23407462564344741, 0.0]
3,1,[0.28745357289395723, 0.0]
3,513,[0.17275665964001607, 0.0]
3,514,[0.1898732104749479, 0.0]
3,1026,[0.18373580795338573, 0.0]
3,3,[0.2398111849079778, 0.0]
3,1027,[0.25569153315393583, 0.0]
3,4,[0.181871975629119, 0.0]
3,772,[0.22991129753187894, 0.0]
3,5,[0.2064020727749692, 0.0]
3,773,[0.2052253954417462, 0.0]
3,6,[0.15946079916423228, 0.0]
3,774,[0.226072316549432, 0.0]
3,7,[0.25285624809842355, 0.0]
3,775,[0.3218869443356239, 0.0]
3,8,[0.25863141555283464, 0.0]
3,9,[0.26227366593452717, 0.0]
3,10,[0.25356662339384917, 0.0]
3,11,[0.3309422157246179, 0.0]
3,15,[0.29090446939666226, 0.0]
3,16,[0.33350859261765187, 1.0]
3,17,[0.24325022155049644, 0.0]
3,22,[0.23932286529386887, 0.0]
3,278,[0.19013778846342136, 0.0]
3,23,[0.1630489494109139, 0.0]
3,279,[0.23535297512615877, 0.0]
3,27,[0.21010207817975268, 0.0]
3,29,[0.25083870903442346, 0.0]
3,797,[0.17173854682213535, 0.0]
3,30,[0.16175618137374892, 0.0]
3,34,[0.29201661225947295, 0.0]
3,35,[0.16739145619409262, 0.0]
3,36,[0.2810671299175415, 0.0]
3,38,[0.2574219802861084, 0.0]
3,39,[0.1933706883805003, 0.0]
3,807,[0.2671929483189187, 0.0]
3,40,[0.25483266748748457, 0.0]
3,808,[0.1957230895879371, 0.0]
3,41,[0.24007290525317254, 0.0]
3,42,[0.24980888153175096, 0.0]
3,559,[0.18763338298472038, 0.0]
3,560,[0.33086186848551224, 1.0]
3,561,[0.29703032366081883, 0.0]
3,564,[0.26799990183974765, 0.0]
3,54,[0.15158188512101697, 0.0]
3,316,[0.1825297108933793, 0.0]
3,318,[0.1474744749187943, 0.0]
3,63,[0.220803305085772, 0.0]
3,319,[0.1161550476394447, 0.0]
3,65,[0.28382543254799675, 0.0]
3,328,[0.2610869959835245, 0.0]
3,76,[0.19999713023108018, 0.0]
3,77,[0.23988458784042702, 0.0]
3,78,[0.23918995999253762, 0.0]
3,79,[0.23036763914214953, 0.0]
3,80,[0.25513949502645616, 0.0]
3,849,[0.2093768374146821, 0.0]
3,338,[0.27133776175197694, 0.0]
3,85,[0.2850868887429888, 0.0]
3,86,[0.24034207203230135, 0.0]
3,88,[0.15029037290337421, 0.0]
3,1114,[0.32316647770085194, 0.0]
3,1115,[0.3285774458337102, 0.0]
3,348,[0.20360174331617312, 0.0]
3,97,[0.3117461312271065, 1.0]
3,98,[0.26647110836280097, 0.0]
3,99,[0.1668751624883796, 0.0]
3,100,[0.16395754701615878, 0.0]
3,1124,[0.2997690522656832, 0.0]
3,101,[0.2626001411993162, 0.0]
3,1125,[0.20696481205976003, 0.0]
3,360,[0.23940192640634725, 0.0]
3,361,[0.15991379501134018, 0.0]
3,362,[0.20704018348737, 0.0]
3,117,[0.14543196519924714, 0.0]
3,121,[0.2703958244807235, 0.0]
3,633,[0.18407285666612994, 0.0]
3,122,[0.2905775996708755, 0.0]
3,634,[0.2531236338251956, 0.0]
3,635,[0.1554779328376878, 0.0]
3,636,[0.2047458159014704, 0.0]
3,638,[0.1676785502645693, 0.0]
3,641,[0.11680423876798948, 0.0]
3,1156,[0.21924715739963618, 0.0]
3,138,[0.18667977232393318, 0.0]
3,650,[0.2949376272452778, 0.0]
3,139,[0.1838613159868164, 0.0]
3,395,[0.24341648495759577, 0.0]
3,396,[0.2704319841154371, 0.0]
3,397,[0.23544402655018437, 0.0]
3,142,[0.24935022057758477, 0.0]
3,143,[0.15572425567413306, 0.0]
3,655,[0.20278748077089181, 0.0]
3,400,[0.3329759852244591, 1.0]
3,401,[0.25555089698248534, 0.0]
3,664,[0.21372295212659786, 0.0]
3,928,[0.24708626710983256, 0.0]
3,929,[0.21401579162857912, 0.0]
3,162,[0.2748768893518456, 0.0]
3,930,[0.22004900754747278, 0.0]
3,936,[0.16764651090984653, 0.0]
3,939,[0.24355485008259375, 0.0]
3,940,[0.280385379135202, 0.0]
3,941,[0.26319462370655466, 0.0]
3,945,[0.3019024579632512, 1.0]
3,946,[0.2670234205363365, 0.0]
3,180,[0.20802512577210697, 0.0]
3,181,[0.1599551729147074, 0.0]
3,441,[0.20179853292611177, 0.0]
3,442,[0.2787768436874366, 0.0]
3,700,[0.28748003604284667, 0.0]
3,703,[0.1943533253484609, 0.0]
3,201,[0.30551495948641516, 1.0]
3,202,[0.2538910636320002, 0.0]
3,715,[0.19880562562683707, 0.0]
3,716,[0.18024001913896281, 0.0]
3,975,[0.22996334910599187, 0.0]
3,208,[0.17735216544818105, 0.0]
3,209,[0.2144570683321595, 0.0]
3,478,[0.2550364463220078, 0.0]
3,479,[0.23679905335524318, 0.0]
3,735,[0.21185714851527626, 0.0]
